Leaf number,index,Unnamed: 0,sensor type,gain,integration time,410 nm,435 nm,460 nm,485 nm,510 nm,535 nm,560 nm,585 nm,610 nm,645 nm,680 nm,705 nm,730 nm,760 nm,810 nm,860 nm,900 nm,940 nm,position,LED,vial number,Absorbance (647),Absorbance (664),Chlorophyll a (ug/ml),Chlorophyll b (ug/ml),Total Chlorophyll (ug/ml),position stdev,vial number stdev,Absorbance (647) stdev,Absorbance (664) stdev,Chlorophyll a (ug/ml) stdev,Chlorophyll b (ug/ml) stdev,Total Chlorophyll (ug/ml) stdev
55,57,57,b'AS7265X',64,150,1272.39381,256.8907143,306.2478571000001,172.3713333,99.874,55.86804762,676.5395238,586.6990476,184.7624048,110.3226667,30.26738095,27.96819048,73.07788095,394.7235714,1486.82,333.8954762,668.1166667,1485.87,3,White LED,273,0.0553,0.1439,0.2979367567567568,0.08656540540540543,0.3845021621621622,1.5811388300841898,1.5811388300841898,0.006933613776379531,0.006885855066729184,0.012372670060196081,0.022903481875526342,0.03347900120248678
55,58,58,b'AS7265X',64,200,1272.39375,259.2916071,308.8344643000001,173.3507321,99.33121429,56.56641071,675.7944643,586.4623214,184.5580357,110.92225,30.26739286,28.46760714,74.73873214,395.2841071,1485.224821,334.4044643000001,667.2014286,1483.914821,3,White LED,273,0.0553,0.1439,0.2979367567567568,0.08656540540540543,0.3845021621621622,1.5811388300841898,1.5811388300841898,0.006933613776379531,0.006885855066729184,0.012372670060196081,0.022903481875526342,0.03347900120248678
55,59,59,b'AS7265X',64,250,1270.7934289999996,246.327,311.6278571,175.1135714,99.00554286,55.30937143,675.3472857,585.1827142999998,183.9448571,111.282,30.26738571,28.76727143,74.40657143,394.275,1485.5442859999996,334.7098571,667.7505714,1482.741429,3,White LED,273,0.0553,0.1439,0.2979367567567568,0.08656540540540543,0.3845021621621622,1.5811388300841898,1.5811388300841898,0.006933613776379531,0.006885855066729184,0.012372670060196081,0.022903481875526342,0.03347900120248678
55,60,60,b'AS7265X',64,150,26.67492857,24.00847619,31.03864286,48.96911905,395.1538095,1027.972143,24.8362619,36.96488095,30.24871429,15.18935476,335.4635714,163.813619,33.21721429,42.61219048,38.28721429,24.43138095,27.45685714,21.89703095,3,IR LED,273,0.0553,0.1439,0.2979367567567568,0.08656540540540543,0.3845021621621622,1.5811388300841898,1.5811388300841898,0.006933613776379531,0.006885855066729184,0.012372670060196081,0.022903481875526342,0.03347900120248678
55,61,61,b'AS7265X',64,200,28.00867857,45.01589286,31.03864286,48.47944643,392.4396429,1024.480536,24.58789286,36.96489286,30.04433929,15.58907321,335.77875,164.8125,33.21721429,42.05151786,38.28721429,24.431375,27.45685714,22.28805357,3,IR LED,273,0.0553,0.1439,0.2979367567567568,0.08656540540540543,0.3845021621621622,1.5811388300841898,1.5811388300841898,0.006933613776379531,0.006885855066729184,0.012372670060196081,0.022903481875526342,0.03347900120248678
55,62,62,b'AS7265X',64,250,28.80891429,24.48864286,31.03862857,49.36088571,392.114,1022.385429,25.03494286,36.96488571,30.41221429,15.34924286,335.968,164.2131429,33.21721429,41.7151,38.28721429,24.43137143,27.45685714,22.52265714,3,IR LED,273,0.0553,0.1439,0.2979367567567568,0.08656540540540543,0.3845021621621622,1.5811388300841898,1.5811388300841898,0.006933613776379531,0.006885855066729184,0.012372670060196081,0.022903481875526342,0.03347900120248678
55,63,63,b'AS7265X',64,150,21.3399381,0.0,24.83090476,23.50518095,17.36939286,16.76041667,23.84280952,22.74762619,19.62078571,12.79103333,8.827988095,7.990909524,3744.688095,614.5126190000002,102.0992381,46.82680952,36.60914286,34.40961905,3,UV (405 nm) LED,273,0.0553,0.1439,0.2979367567567568,0.08656540540540543,0.3845021621621622,1.5811388300841898,1.5811388300841898,0.006933613776379531,0.006885855066729184,0.012372670060196081,0.022903481875526342,0.03347900120248678
55,64,64,b'AS7265X',64,200,20.00619643,0.0,24.83091071,22.03610714,16.28380714,16.76041786,24.58789286,22.747625,19.62078571,13.19075357,7.566846429,7.4914767860000016,3748.5625,618.9982143,102.0992321,45.80883929,35.69391071,34.01860714,3,UV (405 nm) LED,273,0.0553,0.1439,0.2979367567567568,0.08656540540540543,0.3845021621621622,1.5811388300841898,1.5811388300841898,0.006933613776379531,0.006885855066729184,0.012372670060196081,0.022903481875526342,0.03347900120248678
55,65,65,b'AS7265X',64,250,20.80644286,15.8456,24.83091429,22.32992857,18.23785714,16.76041429,24.43887143,23.31631429,20.11131429,12.95092143,8.323531428999999,7.1918185710000015,3757.531429,620.3438571,103.3754714,46.41961429,36.24304286,33.78398571,3,UV (405 nm) LED,273,0.0553,0.1439,0.2979367567567568,0.08656540540540543,0.3845021621621622,1.5811388300841898,1.5811388300841898,0.006933613776379531,0.006885855066729184,0.012372670060196081,0.022903481875526342,0.03347900120248678
55,66,66,b'AS7265X',64,150,21.3399381,57.62033333,26.90014286,56.80419048,19.54056667,19.55382143,23.84280952,16.11290238,13.08052381,22.38430952,6.305704762,3.995454762,797.2130952,103.1663571,108.4804524,28.5032619,36.60914286,59.43478571,3,390 nm LED,273,0.0553,0.1439,0.2979367567567568,0.08656540540540543,0.3845021621621622,1.5811388300841898,1.5811388300841898,0.006933613776379531,0.006885855066729184,0.012372670060196081,0.022903481875526342,0.03347900120248678
55,67,67,b'AS7265X',64,200,22.00680357,63.02225,26.38283929,55.82480357,19.54057143,20.95051786,23.84280357,16.34985536,15.94188929,22.18444643,6.6209910710000015,4.494885714,798.8741071000002,104.28775,106.8851429,29.01225,37.06675,59.82582143,3,390 nm LED,273,0.0553,0.1439,0.2979367567567568,0.08656540540540543,0.3845021621621622,1.5811388300841898,1.5811388300841898,0.006933613776379531,0.006885855066729184,0.012372670060196081,0.022903481875526342,0.03347900120248678
55,68,68,b'AS7265X',64,250,22.40694286,48.97728571,24.83091429,52.88665714,19.54057143,20.1125,23.8428,16.49202857,15.69662857,22.06452857,6.810161429,3.5959085710000003,798.5418571,103.6149143,108.48042859999998,29.31765714,36.24304286,60.06042857,3,390 nm LED,273,0.0553,0.1439,0.2979367567567568,0.08656540540540543,0.3845021621621622,1.5811388300841898,1.5811388300841898,0.006933613776379531,0.006885855066729184,0.012372670060196081,0.022903481875526342,0.03347900120248678
55,69,69,b'AS7265X',64,150,21.3399381,26.40933333,37.24635714,45.05159524,19.54056667,19.55382143,19.86900238,17.06071905,13.08052381,17.58767143,6.305704762,5.993180952,1390.694048,237.7311905,268.0104762,34.61111905,40.27004762,101.6647857,3,395 nm LED,273,0.0553,0.1439,0.2979367567567568,0.08656540540540543,0.3845021621621622,1.5811388300841898,1.5811388300841898,0.006933613776379531,0.006885855066729184,0.012372670060196081,0.022903481875526342,0.03347900120248678
55,70,70,b'AS7265X',64,200,22.00680357,7.202542857,35.69442857,44.07221429,19.54057143,18.85546429,20.11735714,17.06071964,15.94188929,17.3878125,7.566846429,4.494885714,1381.83625,237.1705357,266.4151786,35.12010714,41.18526786,102.0558036,3,395 nm LED,273,0.0553,0.1439,0.2979367567567568,0.08656540540540543,0.3845021621621622,1.5811388300841898,1.5811388300841898,0.006933613776379531,0.006885855066729184,0.012372670060196081,0.022903481875526342,0.03347900120248678
55,71,71,b'AS7265X',64,250,22.40694286,25.92915714,34.76327143,43.48458571,19.54057143,18.43645714,19.67031429,16.49202857,16.18714286,17.2679,6.810161429,4.794545714,1377.850143,236.8341429,264.1817143,34.20392857,40.63614286,101.3519714,3,395 nm LED,273,0.0553,0.1439,0.2979367567567568,0.08656540540540543,0.3845021621621622,1.5811388300841898,1.5811388300841898,0.006933613776379531,0.006885855066729184,0.012372670060196081,0.022903481875526342,0.03347900120248678
55,72,72,b'AS7265X',64,150,21.3399381,103.2364524,26.90014286,41.13407143,26.05409524,61.45485714,24.8362619,18.95635476,13.08052381,24.78261905,7.566847619,3.995454762,717.4919047999998,89.70988095,36.16014286,18.32353095,18.30456667,21.89703095,3,400 nm LED,273,0.0553,0.1439,0.2979367567567568,0.08656540540540543,0.3845021621621622,1.5811388300841898,1.5811388300841898,0.006933613776379531,0.006885855066729184,0.012372670060196081,0.022903481875526342,0.03347900120248678
55,73,73,b'AS7265X',64,200,22.00680357,115.24067859999998,27.93476786,42.60314286,27.68246429,58.66146429,25.33298214,19.19330357,12.87614107,24.58276786,7.566846429,4.494885714,717.4919643,90.83126786,35.09660714,19.8505,17.84695179,21.115,3,400 nm LED,273,0.0553,0.1439,0.2979367567567568,0.08656540540540543,0.3845021621621622,1.5811388300841898,1.5811388300841898,0.006933613776379531,0.006885855066729184,0.012372670060196081,0.022903481875526342,0.03347900120248678
55,74,74,b'AS7265X',64,250,22.40694286,100.8356,27.314,39.95881429,27.3568,56.98541429,25.63101429,18.76678571,12.75351143,24.94251429,7.566847142999999,4.794545714,716.1631428999998,90.15842857,56.15457143,19.5451,17.57238571,21.58421429,3,400 nm LED,273,0.0553,0.1439,0.2979367567567568,0.08656540540540543,0.3845021621621622,1.5811388300841898,1.5811388300841898,0.006933613776379531,0.006885855066729184,0.012372670060196081,0.022903481875526342,0.03347900120248678
55,75,75,b'AS7265X',64,150,18.67244762,144.0508571,24.83090476,62.6805,21.71174286,27.93402381,13.90830238,11.3738119,8.175328571,9.59327619,6.305704762,3.995454762,332.17214289999987,67.28240476,27.65188095,14.25163571,14.64365238,17.20480952,3,405 nm LED,273,0.0553,0.1439,0.2979367567567568,0.08656540540540543,0.3845021621621622,1.5811388300841898,1.5811388300841898,0.006933613776379531,0.006885855066729184,0.012372670060196081,0.022903481875526342,0.03347900120248678
55,76,76,b'AS7265X',64,200,18.00557143,151.2534107,24.83091071,57.293875,21.16894643,27.23567857,13.41157679,11.3738125,4.905196429,9.593275,6.6209910710000015,4.494885714,328.85035710000005,67.28241071,27.12010714,15.26961071,13.728425,17.59582679,3,405 nm LED,273,0.0553,0.1439,0.2979367567567568,0.08656540540540543,0.3845021621621622,1.5811388300841898,1.5811388300841898,0.006933613776379531,0.006885855066729184,0.012372670060196081,0.022903481875526342,0.03347900120248678
55,77,77,b'AS7265X',64,250,19.20594286,146.9318571,24.83091429,56.41242857,20.84327143,26.81667143,13.70961143,10.80512286,7.848314286,9.593275713999999,6.810161429,3.5959085710000003,325.5287143,68.62805714,40.8397,14.65882857,14.27756143,17.83044286,3,405 nm LED,273,0.0553,0.1439,0.2979367567567568,0.08656540540540543,0.3845021621621622,1.5811388300841898,1.5811388300841898,0.006933613776379531,0.006885855066729184,0.012372670060196081,0.022903481875526342,0.03347900120248678
55,78,78,b'AS7265X',64,150,37.34490476,21.60762857,37.24635714,35.2577619,36.90995238,22.34722381,241.4083333,72.03414286,29.43119048,90.33669048,12.6114119,7.990909524,1244.538333,195.1190238,63.81202381,32.57516667,45.76142857,23.46110238,3,410 nm LED,273,0.0553,0.1439,0.2979367567567568,0.08656540540540543,0.3845021621621622,1.5811388300841898,1.5811388300841898,0.006933613776379531,0.006885855066729184,0.012372670060196081,0.022903481875526342,0.03347900120248678
55,79,79,b'AS7265X',64,200,38.01176786,21.607625,35.69442857,33.78869643,37.45275,23.04557143,239.9182143,71.08633929,26.36542857,85.73991071,12.296125,7.4914767860000016,1239.002143,196.8010714,49.45432143,32.06617857,45.30380357,24.63416071,3,410 nm LED,273,0.0553,0.1439,0.2979367567567568,0.08656540540540543,0.3845021621621622,1.5811388300841898,1.5811388300841898,0.006933613776379531,0.006885855066729184,0.012372670060196081,0.022903481875526342,0.03347900120248678
55,80,80,b'AS7265X',64,250,36.8114,21.60762857,34.76327143,34.08251429,36.47572857,23.46458571,239.0241429,70.51764286,28.94065714,82.98184286,12.10695429,7.1918185710000015,1234.351857,196.4645714,49.77337143,32.98235714,46.12751429,24.39954286,3,410 nm LED,273,0.0553,0.1439,0.2979367567567568,0.08656540540540543,0.3845021621621622,1.5811388300841898,1.5811388300841898,0.006933613776379531,0.006885855066729184,0.012372670060196081,0.022903481875526342,0.03347900120248678
55,81,81,b'AS7265X',64,150,37.34490476,26.40933333,22.76166429,33.299,39.08114286,39.10764286,84.44326190000002,27.48671429,11.44545952,57.55966667,7.566847619,3.995454762,290.09714289999994,40.36945238,44.66840476,16.28758333,21.96548095,17.20480952,3,425 nm LED,273,0.0553,0.1439,0.2979367567567568,0.08656540540540543,0.3845021621621622,1.5811388300841898,1.5811388300841898,0.006933613776379531,0.006885855066729184,0.012372670060196081,0.022903481875526342,0.03347900120248678
55,82,82,b'AS7265X',64,200,36.01114286,23.40826786,23.27898214,33.78869643,39.08114286,39.806,84.19489286,27.72366071,11.64984107,56.96007143,7.566846429,4.494885714,290.6507143,40.36944643,25.52480357,16.79656964,23.33832143,16.42277321,3,425 nm LED,273,0.0553,0.1439,0.2979367567567568,0.08656540540540543,0.3845021621621622,1.5811388300841898,1.5811388300841898,0.006933613776379531,0.006885855066729184,0.012372670060196081,0.022903481875526342,0.03347900120248678
55,83,83,b'AS7265X',64,250,36.8114,25.92915714,23.58935714,32.90725714,39.08112857,38.54895714,83.44981429,27.86584286,11.28195286,56.60032857,7.566847142999999,4.794545714,290.9828571000001,40.36944286,25.52481429,17.10195714,23.06375714,16.892,3,425 nm LED,273,0.0553,0.1439,0.2979367567567568,0.08656540540540543,0.3845021621621622,1.5811388300841898,1.5811388300841898,0.006933613776379531,0.006885855066729184,0.012372670060196081,0.022903481875526342,0.03347900120248678
55,84,84,b'AS7265X',64,150,21.3399381,9.603390476,18.62318095,17.62888571,15.19821905,16.76041667,43.71180952,25.59107143,9.810392857,7.994395237999999,7.566847619,3.995454762,75.29235714,82.98164286,89.33683333,89.58171429,42.1005,21.89703095,3,455 nm LED,273,0.0553,0.1439,0.2979367567567568,0.08656540540540543,0.3845021621621622,1.5811388300841898,1.5811388300841898,0.006933613776379531,0.006885855066729184,0.012372670060196081,0.022903481875526342,0.03347900120248678
55,85,85,b'AS7265X',64,200,22.00680357,10.80381429,17.07124821,17.62888571,16.28380714,16.76041786,43.21508929,24.88021429,10.42354286,7.7945375,7.566846429,4.494885714,73.077875,80.73891071,84.55092857,87.03676786,41.18526786,22.28805357,3,455 nm LED,273,0.0553,0.1439,0.2979367567567568,0.08656540540540543,0.3845021621621622,1.5811388300841898,1.5811388300841898,0.006933613776379531,0.006885855066729184,0.012372670060196081,0.022903481875526342,0.03347900120248678
55,86,86,b'AS7265X',64,250,22.40694286,10.08356,17.38164286,17.62888571,15.63245714,16.76041429,42.91704286,25.02238571,10.30091286,7.67462,7.566847142999999,4.794545714,71.74918571,80.7389,49.77337143,86.73138571,40.63614286,21.58421429,3,455 nm LED,273,0.0553,0.1439,0.2979367567567568,0.08656540540540543,0.3845021621621622,1.5811388300841898,1.5811388300841898,0.006933613776379531,0.006885855066729184,0.012372670060196081,0.022903481875526342,0.03347900120248678
55,87,87,b'AS7265X',64,150,21.3399381,16.80593333,47.59257143,31.3402381,19.54056667,16.76041667,16.88865238,20.85199048,31.0662381,12.79103333,10.08912857,31.96364286,95.22269048,515.8319048000002,1433.643333,5499.095238,395.3785714,37.5377619,3,465 nm LED,273,0.0553,0.1439,0.2979367567567568,0.08656540540540543,0.3845021621621622,1.5811388300841898,1.5811388300841898,0.006933613776379531,0.006885855066729184,0.012372670060196081,0.022903481875526342,0.03347900120248678
55,88,88,b'AS7265X',64,200,20.00619643,16.20572143,48.10989286,32.319625,19.54057143,16.76041786,17.13701429,20.61503571,35.56267857,13.19075357,10.40441429,31.46419643,96.32992857,513.0283929,1348.0289289999996,5513.855357,398.1242857,36.36471429,3,465 nm LED,273,0.0553,0.1439,0.2979367567567568,0.08656540540540543,0.3845021621621622,1.5811388300841898,1.5811388300841898,0.006933613776379531,0.006885855066729184,0.012372670060196081,0.022903481875526342,0.03347900120248678
55,89,89,b'AS7265X',64,250,20.80644286,15.8456,45.93718571,29.38147143,19.54057143,16.76041429,17.28602857,20.47285714,34.8269,12.47125857,10.59358429,29.96591429,94.3369,510.0007143,1338.776143,5521.49,398.6734286,37.53777143,3,465 nm LED,273,0.0553,0.1439,0.2979367567567568,0.08656540540540543,0.3845021621621622,1.5811388300841898,1.5811388300841898,0.006933613776379531,0.006885855066729184,0.012372670060196081,0.022903481875526342,0.03347900120248678
55,90,90,b'AS7265X',64,150,21.3399381,36.01271429,128.2930238,84.22690476,23.88292857,19.55382143,17.88210238,13.26944762,6.540261905,18.3871119,10.08912857,11.98636429,37.64619048,1462.27119,29881.04762,673.8988095,485.0709524,203.3295714,3,470 nm LED,273,0.0553,0.1439,0.2979367567567568,0.08656540540540543,0.3845021621621622,1.5811388300841898,1.5811388300841898,0.006933613776379531,0.006885855066729184,0.012372670060196081,0.022903481875526342,0.03347900120248678
55,91,91,b'AS7265X',64,200,22.00680357,37.81335714,121.05067859999998,80.79905357,26.05408929,20.95051786,17.88210714,13.50640357,10.42354286,16.78823214,10.40441429,11.9863625,38.19980357,1461.710357,29701.30357,671.8628571,485.98625,202.93857140000003,3,470 nm LED,273,0.0553,0.1439,0.2979367567567568,0.08656540540540543,0.3845021621621622,1.5811388300841898,1.5811388300841898,0.006933613776379531,0.006885855066729184,0.012372670060196081,0.022903481875526342,0.03347900120248678
55,92,92,b'AS7265X',64,250,20.80644286,36.01271429,110.4975429,76.39184286,24.75138571,20.1125,18.47817143,13.64857571,10.30091286,16.30857143,9.8369,11.98636286,38.53197143,1461.374286,29695.55714,671.8628571,486.5354286000001,202.704,3,470 nm LED,273,0.0553,0.1439,0.2979367567567568,0.08656540540540543,0.3845021621621622,1.5811388300841898,1.5811388300841898,0.006933613776379531,0.006885855066729184,0.012372670060196081,0.022903481875526342,0.03347900120248678
55,93,93,b'AS7265X',64,150,56.01733333,40.81440476,140.70847619999998,80.30935714,56.45052381,25.14061905,282.1397619,242.6414286,90.74614286,225.4419762,41.61764286,29.96590476,35.43169048,87.46714286,714.6947619,4391.540476,604.0507142999999,79.76776190000002,3,475 nm LED,273,0.0553,0.1439,0.2979367567567568,0.08656540540540543,0.3845021621621622,1.5811388300841898,1.5811388300841898,0.006933613776379531,0.006885855066729184,0.012372670060196081,0.022903481875526342,0.03347900120248678
55,94,94,b'AS7265X',64,200,56.01733929,41.414625,133.466125,74.92276786,60.25008929,25.140625,278.66267860000005,239.5608929,91.97244643,195.4630357,42.56351786,28.46760714,34.87807143,87.46714286,711.5039286,4386.958929,604.0507142999999,78.59469643,3,475 nm LED,273,0.0553,0.1439,0.2979367567567568,0.08656540540540543,0.3845021621621622,1.5811388300841898,1.5811388300841898,0.006933613776379531,0.006885855066729184,0.012372670060196081,0.022903481875526342,0.03347900120248678
55,95,95,b'AS7265X',64,250,56.01734286,43.21525714,129.1207143,74.04132857,58.6217,25.14062857,278.96085710000006,239.4187143,94.17977143,189.4671429,41.61765714,28.76727143,34.54591429,87.46714286,710.8658571000002,4384.21,604.0507142999999,78.82931429,3,475 nm LED,273,0.0553,0.1439,0.2979367567567568,0.08656540540540543,0.3845021621621622,1.5811388300841898,1.5811388300841898,0.006933613776379531,0.006885855066729184,0.012372670060196081,0.022903481875526342,0.03347900120248678
55,96,96,b'AS7265X',64,150,26.67492857,33.61185714,204.8549762,80.30935714,30.39642857,22.34722381,32.78385714,58.76469048,132.44030949999998,39.97197619,32.78966667,151.8272619,422.96595240000005,2621.771429,13600.46905,25455.45238,2324.68,161.0995714,3,480 nm LED,273,0.0553,0.1439,0.2979367567567568,0.08656540540540543,0.3845021621621622,1.5811388300841898,1.5811388300841898,0.006933613776379531,0.006885855066729184,0.012372670060196081,0.022903481875526342,0.03347900120248678
55,97,97,b'AS7265X',64,200,28.00867857,36.01271429,186.2317857,74.92276786,30.93923214,20.95051786,32.78385714,58.29078571,131.8271607,37.77351786,33.10494643,148.33125,415.21517860000006,2622.332143,13558.45893,25462.07143,2326.967857,159.5355179,3,480 nm LED,273,0.0553,0.1439,0.2979367567567568,0.08656540540540543,0.3845021621621622,1.5811388300841898,1.5811388300841898,0.006933613776379531,0.006885855066729184,0.012372670060196081,0.022903481875526342,0.03347900120248678
55,98,98,b'AS7265X',64,250,27.20842857,36.01271429,187.4732857,76.39184286,31.26491429,21.78854286,32.78385714,58.00644286,128.0256429,37.89344286,33.29412857,149.82957140000005,415.8795714,2625.36,13524.32,25461.15714,2328.341429,159.5354286,3,480 nm LED,273,0.0553,0.1439,0.2979367567567568,0.08656540540540543,0.3845021621621622,1.5811388300841898,1.5811388300841898,0.006933613776379531,0.006885855066729184,0.012372670060196081,0.022903481875526342,0.03347900120248678
55,99,99,b'AS7265X',64,150,24.00742857,19.20678095,101.392881,45.05159524,21.71174286,19.55382143,101.3319048,32.22580952,19.62078571,16.78823333,22.700538100000006,57.93409524,365.3892857,1217.811667,759.3630952000002,2948.052381,17253.88333,5499.2833329999985,3,505 nm LED,273,0.0553,0.1439,0.2979367567567568,0.08656540540540543,0.3845021621621622,1.5811388300841898,1.5811388300841898,0.006933613776379531,0.006885855066729184,0.012372670060196081,0.022903481875526342,0.03347900120248678
55,100,100,b'AS7265X',64,200,26.00805357,18.00635714,94.66783929,42.60314286,22.79732143,18.85546429,101.3319107,32.69971429,19.00764286,15.58907321,21.75467857,56.93523214,360.4067857,1209.40125,762.5535714,2930.2375,17148.17679,5488.725,3,505 nm LED,273,0.0553,0.1439,0.2979367567567568,0.08656540540540543,0.3845021621621622,1.5811388300841898,1.5811388300841898,0.006933613776379531,0.006885855066729184,0.012372670060196081,0.022903481875526342,0.03347900120248678
55,101,101,b'AS7265X',64,250,25.60792857,18.72661429,95.599,42.30932857,22.14597143,18.43645714,101.3319286,32.98405714,16.18714286,15.8289,21.94385714,56.33591429,358.746,1207.046571,820.6225714,2918.328571,17110.01429,5494.59,3,505 nm LED,273,0.0553,0.1439,0.2979367567567568,0.08656540540540543,0.3845021621621622,1.5811388300841898,1.5811388300841898,0.006933613776379531,0.006885855066729184,0.012372670060196081,0.022903481875526342,0.03347900120248678
